Source,depth of cut (mm),cutting speed (m/menit),feed (mm/rev),tool nose radius (mm),workpiece hardness (brinell),Ra (mikrometer)
https://www.researchgate.net/profile/Ali-Motorcu/publication/228459474_The_Optimization_of_Machining_Parameters_Using_the_Taguchi_Method_for_Surface_Roughness_of_AISI_8660_Hardened_Alloy_Steel/links/555087f008ae12808b3812d2/The-Optimization-of-Machining-Parameters-Using-the-Taguchi-Method-for-Surface-Roughness-of-AISI-8660-Hardened-Alloy-Steel.pdf,1,210,0.24,0.8,580,4.3723
https://www.researchgate.net/profile/Ali-Motorcu/publication/228459474_The_Optimization_of_Machining_Parameters_Using_the_Taguchi_Method_for_Surface_Roughness_of_AISI_8660_Hardened_Alloy_Steel/links/555087f008ae12808b3812d2/The-Optimization-of-Machining-Parameters-Using-the-Taguchi-Method-for-Surface-Roughness-of-AISI-8660-Hardened-Alloy-Steel.pdf,1,210,0.24,1.2,580,3.417
10.1016/j.jmatprotec.2008.07.023,0.5,100,0.15,0.4,141,2.08
10.1016/j.jmatprotec.2008.07.023,0.5,100,0.2,0.4,141,3.75
10.1016/j.jmatprotec.2008.07.023,0.5,100,0.3,0.4,141,2.6
10.1016/j.jmatprotec.2008.07.023,0.5,150,0.1,0.4,141,2.8
10.1016/j.jmatprotec.2008.07.023,0.5,150,0.15,0.4,141,1.48
10.1016/j.jmatprotec.2008.07.023,0.5,150,0.2,0.4,141,1.23
10.1016/j.jmatprotec.2008.07.023,0.5,150,0.3,0.4,141,2.78
10.1016/j.jmatprotec.2008.07.023,0.5,200,0.1,0.4,141,0.6
10.1016/j.jmatprotec.2008.07.023,0.5,200,0.15,0.4,141,0.93
10.1016/j.jmatprotec.2008.07.023,0.5,200,0.2,0.4,141,1.45
10.1016/j.jmatprotec.2008.07.023,0.5,200,0.3,0.4,141,2.48
10.1016/j.jmatprotec.2008.07.023,0.5,250,0.1,0.4,141,3.75
10.1016/j.jmatprotec.2008.07.023,0.5,250,0.15,0.4,141,1
10.1016/j.jmatprotec.2008.07.023,0.5,250,0.2,0.4,141,1.4
10.1016/j.jmatprotec.2008.07.023,0.5,250,0.3,0.4,141,2.65
10.1016/j.jmatprotec.2008.07.023,1,100,0.1,0.4,141,2.23
10.1016/j.jmatprotec.2008.07.023,1,100,0.15,0.4,141,3.28
10.1016/j.jmatprotec.2008.07.023,1,100,0.3,0.4,141,2.3
10.1016/j.jmatprotec.2008.07.023,1,150,0.15,0.4,141,1.53
10.1016/j.jmatprotec.2008.07.023,1,150,0.2,0.4,141,1.35
10.1016/j.jmatprotec.2008.07.023,1,150,0.3,0.4,141,2.38
10.1016/j.jmatprotec.2008.07.023,1,150,0.1,0.4,141,0.55
10.1016/j.jmatprotec.2008.07.023,1,200,0.15,0.4,141,0.83
10.1016/j.jmatprotec.2008.07.023,1,200,0.2,0.4,141,1.25
10.1016/j.jmatprotec.2008.07.023,1,200,0.3,0.4,141,2.5
10.1016/j.jmatprotec.2008.07.023,1,200,0.1,0.4,141,0.5
10.1016/j.jmatprotec.2008.07.023,1,250,0.15,0.4,141,0.85
10.1016/j.jmatprotec.2008.07.023,1,250,0.2,0.4,141,1.28
10.1016/j.jmatprotec.2008.07.023,1,250,0.3,0.4,141,2.5
10.1016/j.jmatprotec.2008.07.023,1.5,100,0.1,0.4,141,3.1
10.1016/j.jmatprotec.2008.07.023,1.5,100,0.2,0.4,141,1.55
10.1016/j.jmatprotec.2008.07.023,1.5,100,0.3,0.4,141,2.05
10.1016/j.jmatprotec.2008.07.023,1.5,150,0.1,0.4,141,0.95
10.1016/j.jmatprotec.2008.07.023,1.5,150,0.15,0.4,141,1.1
10.1016/j.jmatprotec.2008.07.023,1.5,150,0.2,0.4,141,1.1
10.1016/j.jmatprotec.2008.07.023,1.5,150,0.3,0.4,141,2.18
10.1016/j.jmatprotec.2008.07.023,1.5,200,0.1,0.4,141,0.5
10.1016/j.jmatprotec.2008.07.023,1.5,200,0.15,0.4,141,0.7
10.1016/j.jmatprotec.2008.07.023,1.5,200,0.2,0.4,141,1.23
10.1016/j.jmatprotec.2008.07.023,1.5,200,0.3,0.4,141,2.2
10.1016/j.jmatprotec.2008.07.023,1.5,250,0.1,0.4,141,0.55
10.1016/j.jmatprotec.2008.07.023,1.5,250,0.15,0.4,141,0.73
10.1016/j.jmatprotec.2008.07.023,1.5,250,0.2,0.4,141,1.28
10.1016/j.jmatprotec.2008.07.023,1.5,250,0.3,0.4,141,2.25
10.1016/j.jmatprotec.2008.07.023,2,100,0.1,0.4,141,2.15
10.1016/j.jmatprotec.2008.07.023,2,100,0.15,0.4,141,1.05
10.1016/j.jmatprotec.2008.07.023,2,100,0.2,0.4,141,1.35
10.1016/j.jmatprotec.2008.07.023,2,100,0.3,0.4,141,2.25
10.1016/j.jmatprotec.2008.07.023,2,150,0.1,0.4,141,0.38
10.1016/j.jmatprotec.2008.07.023,2,150,0.15,0.4,141,1.13
10.1016/j.jmatprotec.2008.07.023,2,150,0.2,0.4,141,2.25
10.1016/j.jmatprotec.2008.07.023,2,150,0.3,0.4,141,0.48
10.1016/j.jmatprotec.2008.07.023,2,200,0.1,0.4,141,0.73
10.1016/j.jmatprotec.2008.07.023,2,200,0.15,0.4,141,1.4
10.1016/j.jmatprotec.2008.07.023,2,200,0.2,0.4,141,2.25
10.1016/j.jmatprotec.2008.07.023,2,200,0.3,0.4,141,0.5
10.1016/j.jmatprotec.2008.07.023,2,250,0.1,0.4,141,0.78
10.1016/j.jmatprotec.2008.07.023,2,250,0.15,0.4,141,1.25
10.1016/j.jmatprotec.2008.07.023,2,250,0.2,0.4,141,2.48
10.1016/j.jmatprotec.2008.07.023,2,250,0.3,0.4,141,2.48
https://core.ac.uk/reader/25718000,0.2,60,0.05,0.8,217,0.98
https://core.ac.uk/reader/25718000,0.2,90,0.05,0.8,217,0.576
https://core.ac.uk/reader/25718000,0.2,120,0.05,0.8,217,0.422
https://core.ac.uk/reader/25718000,0.2,150,0.05,0.8,217,0.26
https://core.ac.uk/reader/25718000,0.2,60,0.1,0.8,217,1.02
https://core.ac.uk/reader/25718000,0.2,90,0.1,0.8,217,0.88
https://core.ac.uk/reader/25718000,0.2,120,0.1,0.8,217,0.84
https://core.ac.uk/reader/25718000,0.2,150,0.1,0.8,217,0.4
https://core.ac.uk/reader/25718000,0.2,60,0.15,0.8,217,1.922
https://core.ac.uk/reader/25718000,0.2,90,0.15,0.8,217,1.717
https://core.ac.uk/reader/25718000,0.2,120,0.15,0.8,217,1.367
https://core.ac.uk/reader/25718000,0.2,150,0.15,0.8,217,0.6
https://core.ac.uk/reader/25718000,0.2,60,0.2,0.8,217,2.24
https://core.ac.uk/reader/25718000,0.2,90,0.2,0.8,217,1.94
https://core.ac.uk/reader/25718000,0.2,120,0.2,0.8,217,1.42
https://core.ac.uk/reader/25718000,0.2,150,0.2,0.8,217,0.762
https://core.ac.uk/reader/25718000,0.3,60,0.05,0.8,217,0.602
https://core.ac.uk/reader/25718000,0.3,90,0.05,0.8,217,0.572
https://core.ac.uk/reader/25718000,0.3,120,0.05,0.8,217,0.51
https://core.ac.uk/reader/25718000,0.3,150,0.05,0.8,217,0.36
https://core.ac.uk/reader/25718000,0.3,60,0.1,0.8,217,0.902
https://core.ac.uk/reader/25718000,0.3,90,0.1,0.8,217,0.88
https://core.ac.uk/reader/25718000,0.3,120,0.1,0.8,217,0.72
https://core.ac.uk/reader/25718000,0.3,150,0.1,0.8,217,0.55
https://core.ac.uk/reader/25718000,0.3,60,0.15,0.8,217,1.9
https://core.ac.uk/reader/25718000,0.3,90,0.15,0.8,217,1.8
https://core.ac.uk/reader/25718000,0.3,120,0.15,0.8,217,1.467
https://core.ac.uk/reader/25718000,0.3,150,0.15,0.8,217,1.3
https://core.ac.uk/reader/25718000,0.3,60,0.2,0.8,217,1.93
https://core.ac.uk/reader/25718000,0.3,90,0.2,0.8,217,1.91
https://core.ac.uk/reader/25718000,0.3,120,0.2,0.8,217,1.55
https://core.ac.uk/reader/25718000,0.3,150,0.2,0.8,217,1.39
https://core.ac.uk/reader/25718000,0.4,60,0.05,0.8,217,0.65
https://core.ac.uk/reader/25718000,0.4,90,0.05,0.8,217,0.535
https://core.ac.uk/reader/25718000,0.4,120,0.05,0.8,217,0.345
https://core.ac.uk/reader/25718000,0.4,150,0.05,0.8,217,0.31
https://core.ac.uk/reader/25718000,0.4,60,0.1,0.8,217,0.74
https://core.ac.uk/reader/25718000,0.4,90,0.1,0.8,217,0.65
https://core.ac.uk/reader/25718000,0.4,120,0.1,0.8,217,0.602
https://core.ac.uk/reader/25718000,0.4,150,0.1,0.8,217,0.42
https://core.ac.uk/reader/25718000,0.4,60,0.15,0.8,217,1.7
https://core.ac.uk/reader/25718000,0.4,90,0.15,0.8,217,1.4
https://core.ac.uk/reader/25718000,0.4,120,0.15,0.8,217,1.04
https://core.ac.uk/reader/25718000,0.4,150,0.15,0.8,217,0.82
https://core.ac.uk/reader/25718000,0.4,60,0.2,0.8,217,2.64
https://core.ac.uk/reader/25718000,0.4,90,0.2,0.8,217,2.36
https://core.ac.uk/reader/25718000,0.4,120,0.2,0.8,217,1.5
https://core.ac.uk/reader/25718000,0.4,150,0.2,0.8,217,0.795
https://core.ac.uk/reader/25718000,0.5,60,0.05,0.8,217,0.995
https://core.ac.uk/reader/25718000,0.5,90,0.05,0.8,217,0.43
https://core.ac.uk/reader/25718000,0.5,120,0.05,0.8,217,0.29
https://core.ac.uk/reader/25718000,0.5,150,0.05,0.8,217,0.27
https://core.ac.uk/reader/25718000,0.5,60,0.1,0.8,217,1.137
https://core.ac.uk/reader/25718000,0.5,90,0.1,0.8,217,0.837
https://core.ac.uk/reader/25718000,0.5,120,0.1,0.8,217,0.615
https://core.ac.uk/reader/25718000,0.5,150,0.1,0.8,217,0.6
https://core.ac.uk/reader/25718000,0.5,60,0.15,0.8,217,1.38
https://core.ac.uk/reader/25718000,0.5,90,0.15,0.8,217,1.24
https://core.ac.uk/reader/25718000,0.5,120,0.15,0.8,217,1.175
https://core.ac.uk/reader/25718000,0.5,150,0.15,0.8,217,0.71
https://core.ac.uk/reader/25718000,0.5,60,0.2,0.8,217,2.555
https://core.ac.uk/reader/25718000,0.5,90,0.2,0.8,217,1.81
https://core.ac.uk/reader/25718000,0.5,120,0.2,0.8,217,1.635
https://core.ac.uk/reader/25718000,0.5,150,0.2,0.8,217,0.742
10.1016/j.matdes.2005.09.013,0.5,300,0.15,1.2,485,0.8
10.1016/j.matdes.2005.09.013,0.5,300,0.2,1.2,485,1.02
10.1016/j.matdes.2005.09.013,0.5,300,0.25,1.2,485,1.48
10.1016/j.matdes.2005.09.013,0.5,300,0.3,1.2,485,2
10.1016/j.matdes.2005.09.013,0.5,300,0.35,1.2,485,2.53
10.1016/j.matdes.2005.09.013,0.5,300,0.15,0.8,485,1.16
10.1016/j.matdes.2005.09.013,0.5,300,0.2,0.8,485,1.6
10.1016/j.matdes.2005.09.013,0.5,300,0.25,0.8,485,2.43
10.1016/j.matdes.2005.09.013,0.5,300,0.3,0.8,485,3.43
10.1016/j.matdes.2005.09.013,0.5,300,0.35,0.8,485,4.62
10.1016/j.matdes.2005.09.013,0.5,300,0.15,0.4,485,2.17
10.1016/j.matdes.2005.09.013,0.5,300,0.2,0.4,485,3.57
10.1016/j.matdes.2005.09.013,0.5,300,0.25,0.4,485,5.66
10.1016/j.matdes.2005.09.013,0.5,300,0.3,0.4,485,8.87
10.1016/j.matdes.2005.09.013,0.5,300,0.35,0.4,485,11.69
10.1016/j.matdes.2005.09.013,1,300,0.15,1.2,485,0.9
10.1016/j.matdes.2005.09.013,1,300,0.2,1.2,485,1.26
10.1016/j.matdes.2005.09.013,1,300,0.25,1.2,485,1.82
10.1016/j.matdes.2005.09.013,1,300,0.3,1.2,485,2.55
10.1016/j.matdes.2005.09.013,1,300,0.35,1.2,485,3.02
10.1016/j.matdes.2005.09.013,1,300,0.15,0.8,485,1.27
10.1016/j.matdes.2005.09.013,1,300,0.2,0.8,485,1.77
10.1016/j.matdes.2005.09.013,1,300,0.25,0.8,485,2.68
10.1016/j.matdes.2005.09.013,1,300,0.3,0.8,485,3.71
10.1016/j.matdes.2005.09.013,1,300,0.35,0.8,485,4.76
10.1016/j.matdes.2005.09.013,1,300,0.15,0.4,485,2.23
10.1016/j.matdes.2005.09.013,1,300,0.2,0.4,485,3.88
10.1016/j.matdes.2005.09.013,1,300,0.25,0.4,485,5.98
10.1016/j.matdes.2005.09.013,1,300,0.3,0.4,485,9.09
10.1016/j.matdes.2005.09.013,1,300,0.35,0.4,485,12.08
10.1016/j.matdes.2005.09.013,1.5,300,0.15,1.2,485,0.87
10.1016/j.matdes.2005.09.013,1.5,300,0.2,1.2,485,1.13
10.1016/j.matdes.2005.09.013,1.5,300,0.25,1.2,485,1.67
10.1016/j.matdes.2005.09.013,1.5,300,0.3,1.2,485,2.24
10.1016/j.matdes.2005.09.013,1.5,300,0.35,1.2,485,2.86
10.1016/j.matdes.2005.09.013,1.5,300,0.15,0.8,485,1.34
10.1016/j.matdes.2005.09.013,1.5,300,0.2,0.8,485,1.85
10.1016/j.matdes.2005.09.013,1.5,300,0.25,0.8,485,2.68
10.1016/j.matdes.2005.09.013,1.5,300,0.3,0.8,485,3.61
10.1016/j.matdes.2005.09.013,1.5,300,0.35,0.8,485,5.21
10.1016/j.matdes.2005.09.013,1.5,300,0.15,0.4,485,2.38
10.1016/j.matdes.2005.09.013,1.5,300,0.2,0.4,485,4.02
10.1016/j.matdes.2005.09.013,1.5,300,0.25,0.4,485,6.38
10.1016/j.matdes.2005.09.013,1.5,300,0.3,0.4,485,9.77
10.1016/j.matdes.2005.09.013,1.5,300,0.35,0.4,485,2.37
10.1016/j.matdes.2005.09.013,2,300,0.15,1.2,485,1.14
10.1016/j.matdes.2005.09.013,2,300,0.2,1.2,485,1.54
10.1016/j.matdes.2005.09.013,2,300,0.25,1.2,485,2.02
10.1016/j.matdes.2005.09.013,2,300,0.3,1.2,485,2.63
10.1016/j.matdes.2005.09.013,2,300,0.35,1.2,485,3.12
10.1016/j.matdes.2005.09.013,2,300,0.15,0.8,485,1.77
10.1016/j.matdes.2005.09.013,2,300,0.2,0.8,485,2.77
10.1016/j.matdes.2005.09.013,2,300,0.25,0.8,485,3.57
10.1016/j.matdes.2005.09.013,2,300,0.3,0.8,485,4.89
10.1016/j.matdes.2005.09.013,2,300,0.35,0.8,485,5.83
10.1016/j.matdes.2005.09.013,2,300,0.15,0.4,485,2.71
10.1016/j.matdes.2005.09.013,2,300,0.2,0.4,485,4.37
10.1016/j.matdes.2005.09.013,2,300,0.25,0.4,485,7.22
10.1016/j.matdes.2005.09.013,2,300,0.3,0.4,485,9.24
10.1016/j.matdes.2005.09.013,2,300,0.35,0.4,485,12.68
10.1016/j.matdes.2005.09.013,2.5,300,0.15,1.2,485,0.98
10.1016/j.matdes.2005.09.013,2.5,300,0.2,1.2,485,0.94
10.1016/j.matdes.2005.09.013,2.5,300,0.25,1.2,485,1.51
10.1016/j.matdes.2005.09.013,2.5,300,0.3,1.2,485,1.92
10.1016/j.matdes.2005.09.013,2.5,300,0.35,1.2,485,2.8
10.1016/j.matdes.2005.09.013,2.5,300,0.15,0.8,485,1.8
10.1016/j.matdes.2005.09.013,2.5,300,0.2,0.8,485,2.59
10.1016/j.matdes.2005.09.013,2.5,300,0.25,0.8,485,3.18
10.1016/j.matdes.2005.09.013,2.5,300,0.3,0.8,485,4.09
10.1016/j.matdes.2005.09.013,2.5,300,0.35,0.8,485,5.27
10.1016/j.matdes.2005.09.013,2.5,300,0.15,0.4,485,2.73
10.1016/j.matdes.2005.09.013,2.5,300,0.2,0.4,485,5
10.1016/j.matdes.2005.09.013,2.5,300,0.25,0.4,485,7.76
10.1016/j.matdes.2005.09.013,2.5,300,0.3,0.4,485,10.42
10.1016/j.matdes.2005.09.013,2.5,300,0.35,0.4,485,13.63
doi.org/10.1016/j.measurement.2011.07.003,0.2,90,0.18,0.8,499,1.6
doi.org/10.1016/j.measurement.2011.07.003,0.4,90,0.27,0.8,499,1.79
doi.org/10.1016/j.measurement.2011.07.003,0.4,90,0.36,0.8,499,4.22
doi.org/10.1016/j.measurement.2011.07.003,0.4,120,0.18,0.8,499,1.21
doi.org/10.1016/j.measurement.2011.07.003,0.4,120,0.27,0.8,499,2.47
doi.org/10.1016/j.measurement.2011.07.003,0.2,120,0.36,0.8,499,3.78
doi.org/10.1016/j.measurement.2011.07.003,0.8,150,0.18,0.8,499,1.17
doi.org/10.1016/j.measurement.2011.07.003,0.2,150,0.27,0.8,499,2.21
doi.org/10.1016/j.measurement.2011.07.003,0.4,150,0.36,0.8,499,2.51
https://doi.org/10.1007/s13369-019-04124-x,0.6,120,0.18,0.8,197,1.48
https://doi.org/10.1007/s13369-019-04124-x,0.6,120,0.32,0.8,197,2.74
https://doi.org/10.1007/s13369-019-04124-x,0.6,120,0.46,0.8,197,3.79
https://doi.org/10.1007/s13369-019-04124-x,0.6,180,0.18,0.8,197,0.91
https://doi.org/10.1007/s13369-019-04124-x,0.6,180,0.32,0.8,197,2.89
https://doi.org/10.1007/s13369-019-04124-x,0.6,180,0.46,0.8,197,3.53
https://doi.org/10.1007/s13369-019-04124-x,0.6,240,0.18,0.8,197,1.33
https://doi.org/10.1007/s13369-019-04124-x,0.6,240,0.32,0.8,197,2.92
https://doi.org/10.1007/s13369-019-04124-x,0.6,240,0.46,0.8,197,3.55
https://doi.org/10.1007/s13369-019-04124-x,1.2,120,0.18,0.8,197,1.32
https://doi.org/10.1007/s13369-019-04124-x,1.2,120,0.32,0.8,197,2.93
https://doi.org/10.1007/s13369-019-04124-x,1.2,120,0.46,0.8,197,3.99
https://doi.org/10.1007/s13369-019-04124-x,1.2,180,0.18,0.8,197,0.81
https://doi.org/10.1007/s13369-019-04124-x,1.2,180,0.32,0.8,197,2.85
https://doi.org/10.1007/s13369-019-04124-x,1.2,180,0.46,0.8,197,3.79
https://doi.org/10.1007/s13369-019-04124-x,1.2,240,0.18,0.8,197,0.94
https://doi.org/10.1007/s13369-019-04124-x,1.2,240,0.32,0.8,197,2.87
https://doi.org/10.1007/s13369-019-04124-x,1.2,240,0.46,0.8,197,3.86
https://doi.org/10.1007/s13369-019-04124-x,1.8,120,0.18,0.8,197,1.12
https://doi.org/10.1007/s13369-019-04124-x,1.8,120,0.32,0.8,197,2.76
https://doi.org/10.1007/s13369-019-04124-x,1.8,120,0.46,0.8,197,3.77
https://doi.org/10.1007/s13369-019-04124-x,1.8,180,0.18,0.8,197,0.81
https://doi.org/10.1007/s13369-019-04124-x,1.8,180,0.32,0.8,197,2.72
https://doi.org/10.1007/s13369-019-04124-x,1.8,180,0.46,0.8,197,3.99
https://doi.org/10.1007/s13369-019-04124-x,1.8,240,0.18,0.8,197,1.05
https://doi.org/10.1007/s13369-019-04124-x,1.8,240,0.32,0.8,197,2.88
https://doi.org/10.1007/s13369-019-04124-x,1.8,240,0.46,0.8,197,3.81
https://eng.uaeu.ac.ae/en/research/journal/issues/v15/pdf_iss2_15/2-Dr-Kumaar%20et%20al.pdf,1.5,35,0.2,0.8,214,0.72
https://eng.uaeu.ac.ae/en/research/journal/issues/v15/pdf_iss2_15/2-Dr-Kumaar%20et%20al.pdf,1,25,0.2,0.8,214,0.85
https://eng.uaeu.ac.ae/en/research/journal/issues/v15/pdf_iss2_15/2-Dr-Kumaar%20et%20al.pdf,1,25,0.15,0.8,214,0.56
https://eng.uaeu.ac.ae/en/research/journal/issues/v15/pdf_iss2_15/2-Dr-Kumaar%20et%20al.pdf,1,35,0.1,0.8,214,0.63
https://eng.uaeu.ac.ae/en/research/journal/issues/v15/pdf_iss2_15/2-Dr-Kumaar%20et%20al.pdf,1,25,0.1,0.8,214,0.49
https://eng.uaeu.ac.ae/en/research/journal/issues/v15/pdf_iss2_15/2-Dr-Kumaar%20et%20al.pdf,1,35,0.15,0.8,214,0.64
https://eng.uaeu.ac.ae/en/research/journal/issues/v15/pdf_iss2_15/2-Dr-Kumaar%20et%20al.pdf,1.25,35,0.2,0.8,214,0.79
https://eng.uaeu.ac.ae/en/research/journal/issues/v15/pdf_iss2_15/2-Dr-Kumaar%20et%20al.pdf,1,45,0.15,0.8,214,0.56
https://eng.uaeu.ac.ae/en/research/journal/issues/v15/pdf_iss2_15/2-Dr-Kumaar%20et%20al.pdf,1,45,0.1,0.8,214,0.67
https://eng.uaeu.ac.ae/en/research/journal/issues/v15/pdf_iss2_15/2-Dr-Kumaar%20et%20al.pdf,1.25,25,0.15,0.8,214,0.59
https://eng.uaeu.ac.ae/en/research/journal/issues/v15/pdf_iss2_15/2-Dr-Kumaar%20et%20al.pdf,1.5,25,0.2,0.8,214,0.27
https://eng.uaeu.ac.ae/en/research/journal/issues/v15/pdf_iss2_15/2-Dr-Kumaar%20et%20al.pdf,1.25,35,0.1,0.8,214,0.23
https://eng.uaeu.ac.ae/en/research/journal/issues/v15/pdf_iss2_15/2-Dr-Kumaar%20et%20al.pdf,1.25,25,0.1,0.8,214,0.37
https://eng.uaeu.ac.ae/en/research/journal/issues/v15/pdf_iss2_15/2-Dr-Kumaar%20et%20al.pdf,1.25,25,0.2,0.8,214,0.43
https://eng.uaeu.ac.ae/en/research/journal/issues/v15/pdf_iss2_15/2-Dr-Kumaar%20et%20al.pdf,1.25,45,0.2,0.8,214,0.32
https://eng.uaeu.ac.ae/en/research/journal/issues/v15/pdf_iss2_15/2-Dr-Kumaar%20et%20al.pdf,1.25,45,0.1,0.8,214,0.44
https://eng.uaeu.ac.ae/en/research/journal/issues/v15/pdf_iss2_15/2-Dr-Kumaar%20et%20al.pdf,1,45,0.2,0.8,214,0.22
https://eng.uaeu.ac.ae/en/research/journal/issues/v15/pdf_iss2_15/2-Dr-Kumaar%20et%20al.pdf,1.5,25,0.15,0.8,214,0.33
https://eng.uaeu.ac.ae/en/research/journal/issues/v15/pdf_iss2_15/2-Dr-Kumaar%20et%20al.pdf,1.5,25,0.1,0.8,214,0.25
https://eng.uaeu.ac.ae/en/research/journal/issues/v15/pdf_iss2_15/2-Dr-Kumaar%20et%20al.pdf,1,35,0.2,0.8,214,0.33
https://eng.uaeu.ac.ae/en/research/journal/issues/v15/pdf_iss2_15/2-Dr-Kumaar%20et%20al.pdf,1.5,45,0.2,0.8,214,0.69
https://eng.uaeu.ac.ae/en/research/journal/issues/v15/pdf_iss2_15/2-Dr-Kumaar%20et%20al.pdf,1.5,45,0.1,0.8,214,0.91
https://eng.uaeu.ac.ae/en/research/journal/issues/v15/pdf_iss2_15/2-Dr-Kumaar%20et%20al.pdf,1.5,35,0.15,0.8,214,0.53
https://eng.uaeu.ac.ae/en/research/journal/issues/v15/pdf_iss2_15/2-Dr-Kumaar%20et%20al.pdf,1.5,45,0.15,0.8,214,0.57
https://eng.uaeu.ac.ae/en/research/journal/issues/v15/pdf_iss2_15/2-Dr-Kumaar%20et%20al.pdf,1.25,35,0.15,0.8,214,0.56
https://eng.uaeu.ac.ae/en/research/journal/issues/v15/pdf_iss2_15/2-Dr-Kumaar%20et%20al.pdf,1.25,45,0.15,0.8,214,0.58
https://eng.uaeu.ac.ae/en/research/journal/issues/v15/pdf_iss2_15/2-Dr-Kumaar%20et%20al.pdf,1.5,35,0.1,0.8,214,0.79
doi.org/10.1080/10426910801976676,0.5,10,0.065,0.8,111,0.89
doi.org/10.1080/10426910801976676,0.75,10,0.065,0.8,111,0.94
doi.org/10.1080/10426910801976676,1,10,0.065,0.8,111,0.92
doi.org/10.1080/10426910801976676,0.5,10,0.13,0.8,111,0.98
doi.org/10.1080/10426910801976676,0.75,10,0.13,0.8,111,1.02
doi.org/10.1080/10426910801976676,1,10,0.13,0.8,111,1.06
doi.org/10.1080/10426910801976676,0.5,10,0.22,0.8,111,1.18
doi.org/10.1080/10426910801976676,0.75,10,0.22,0.8,111,1.28
doi.org/10.1080/10426910801976676,1,10,0.22,0.8,111,1.2
doi.org/10.1080/10426910801976676,0.5,40,0.065,0.8,111,0.96
doi.org/10.1080/10426910801976676,0.75,40,0.065,0.8,111,0.9
doi.org/10.1080/10426910801976676,1,40,0.065,0.8,111,0.92
doi.org/10.1080/10426910801976676,0.5,40,0.13,0.8,111,0.98
doi.org/10.1080/10426910801976676,0.75,40,0.13,0.8,111,0.99
doi.org/10.1080/10426910801976676,1,40,0.13,0.8,111,1.02
doi.org/10.1080/10426910801976676,0.5,40,0.22,0.8,111,1.18
doi.org/10.1080/10426910801976676,0.75,40,0.22,0.8,111,1.14
doi.org/10.1080/10426910801976676,1,40,0.22,0.8,111,1.12
doi.org/10.1080/10426910801976676,0.5,70,0.065,0.8,111,0.84
doi.org/10.1080/10426910801976676,0.75,70,0.065,0.8,111,0.82
doi.org/10.1080/10426910801976676,1,70,0.065,0.8,111,0.84
doi.org/10.1080/10426910801976676,0.5,70,0.13,0.8,111,0.94
doi.org/10.1080/10426910801976676,0.75,70,0.13,0.8,111,0.96
doi.org/10.1080/10426910801976676,1,70,0.13,0.8,111,0.98
doi.org/10.1080/10426910801976676,0.5,70,0.22,0.8,111,1.16
doi.org/10.1080/10426910801976676,0.75,70,0.22,0.8,111,1.12
doi.org/10.1080/10426910801976676,1,70,0.22,0.8,111,1.06
https://doi.org/10.18280/jesa.520211,0.6,151.61,10,0.8,228,5.932
https://doi.org/10.18280/jesa.520211,0.4,151.61,10,0.8,228,5.2
https://doi.org/10.18280/jesa.520211,0.2,151.61,10,0.8,228,3.328
https://doi.org/10.18280/jesa.520211,0.6,151.61,20,0.8,228,5.224
https://doi.org/10.18280/jesa.520211,0.4,151.61,20,0.8,228,4.849
https://doi.org/10.18280/jesa.520211,0.2,151.61,20,0.8,228,4.236
https://doi.org/10.18280/jesa.520211,0.6,151.61,30,0.8,228,5.759
https://doi.org/10.18280/jesa.520211,0.4,151.61,30,0.8,228,4.713
https://doi.org/10.18280/jesa.520211,0.2,151.61,30,0.8,228,3.02
https://doi.org/10.18280/jesa.520211,0.6,135.65,10,0.8,228,5.877
https://doi.org/10.18280/jesa.520211,0.4,135.65,10,0.8,228,4.131
https://doi.org/10.18280/jesa.520211,0.2,135.65,10,0.8,228,3.245
https://doi.org/10.18280/jesa.520211,0.6,135.65,20,0.8,228,5.308
https://doi.org/10.18280/jesa.520211,0.4,135.65,20,0.8,228,4.27
https://doi.org/10.18280/jesa.520211,0.2,135.65,20,0.8,228,3.372
https://doi.org/10.18280/jesa.520211,0.6,135.65,30,0.8,228,5.657
https://doi.org/10.18280/jesa.520211,0.4,135.65,30,0.8,228,3.256
https://doi.org/10.18280/jesa.520211,0.2,135.65,30,0.8,228,2.3
https://doi.org/10.18280/jesa.520211,0.6,119.69,10,0.8,228,5.549
https://doi.org/10.18280/jesa.520211,0.4,119.69,10,0.8,228,3.715
https://doi.org/10.18280/jesa.520211,0.2,119.69,10,0.8,228,3.02
https://doi.org/10.18280/jesa.520211,0.6,119.69,20,0.8,228,3.775
https://doi.org/10.18280/jesa.520211,0.4,119.69,20,0.8,228,3.569
https://doi.org/10.18280/jesa.520211,0.2,119.69,20,0.8,228,2.174
https://doi.org/10.18280/jesa.520211,0.6,119.69,30,0.8,228,5.629
https://doi.org/10.18280/jesa.520211,0.4,119.69,30,0.8,228,4.155
https://doi.org/10.18280/jesa.520211,0.2,119.69,30,0.8,228,2.282
https://doi.org/10.1155/2018/9051084,0.16,150,0.6,0.5,229,3.276
https://doi.org/10.1155/2018/9051084,0.16,150,0.2,0.5,229,2.706
https://doi.org/10.1155/2018/9051084,0.08,150,0.6,0.5,229,3.083
https://doi.org/10.1155/2018/9051084,0.08,150,0.2,0.5,229,2.694
https://doi.org/10.1155/2018/9051084,0.16,70,0.6,0.5,229,3.181
